M38,-1
M37,6
M36,3
M35,2
M34,0
M33,2
M32,3
M31,0
M30,1
M29,3
M28,1
M27,0
M26,2
M25,2
M24,4
M23,0
M22,6
M21,6
M20,0
M19,-6
M18,1
M17,6
M16,9
M15,11
M14,7
M13,34
M12,-1
M11,69
M10,175
M9,31
M8,3
M7,18
M6,22
M5,-5
M4,11
M3,50
M2,23
